GROUP,SURVEY,SP,ID,PURPOSE,FIRST,TICKET,WHO,LUGGAGE,AGE,MALE,INCOME,GA,ORIGIN,DEST,TRAIN_AV,CAR_AV,SM_AV,TRAIN_TT,TRAIN_CO,TRAIN_HE,SM_TT,SM_CO,SM_HE,SM_SEATS,CAR_TT,CAR_CO,CHOICE,SM_COST,TRAIN_COST,CAR_COST
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,1.41,38,0.6,0.67,46,0.2,0,0.6,45,2,0.46,0.38,0.45
3,1,1,1141,4,1,1,1,1,5,1,1,0,2,18,1,1,1,2.53,92,0.6,1.53,105,0.1,0,1.2,100,3,1.05,0.92,1.0
3,1,1,727,3,1,1,2,0,3,1,3,0,22,17,1,1,1,3.14,94,1.2,1.74,112,0.2,0,1.52,92,3,1.12,0.94,0.92
3,1,1,799,3,1,1,3,0,2,1,2,0,1,25,1,1,1,1.94,105,0.6,0.95,118,0.2,0,2.6,130,2,1.18,1.05,1.3
3,1,1,1095,4,0,3,1,1,4,0,2,0,25,12,1,1,1,2.3,95,0.6,1.17,106,0.2,0,1.7,143,3,1.06,0.95,1.43
2,0,1,192,2,1,3,1,1,2,1,1,0,22,1,1,1,1,2.19,158,0.3,0.72,225,0.2,0,1.95,85,1,2.25,1.58,0.85
3,1,1,1039,4,0,3,1,0,2,1,1,0,25,22,1,1,1,1.04,50,0.3,0.82,70,0.2,0,0.5,32,3,0.7,0.5,0.32
3,1,1,862,3,1,3,2,0,3,1,3,0,1,22,1,1,1,2.48,184,0.3,1.34,218,0.3,0,2.34,108,2,2.18,1.84,1.08
3,1,1,1180,4,1,3,1,1,4,1,2,0,25,2,1,1,1,2.33,152,0.3,1.78,181,0.3,0,1.5,90,3,1.81,1.52,0.9
2,0,1,101,1,1,6,3,1,4,1,4,1,2,1,1,1,1,1.11,3780,0.6,0.39,5040,0.2,0,0.75,32,3,0.0,0.0,0.32
3,1,1,554,3,0,1,1,1,3,1,3,0,2,1,1,1,1,0.96,34,1.2,0.51,40,0.3,0,1.3,48,2,0.4,0.34,0.48
2,0,1,353,3,1,1,1,1,3,0,4,0,23,1,1,1,1,1.87,131,1.2,1.07,165,0.1,0,1.36,95,2,1.65,1.31,0.95
3,1,1,1081,4,0,3,1,1,4,1,2,0,20,25,1,1,1,2.62,130,0.3,1.71,156,0.3,0,2.4,150,2,1.56,1.3,1.5
2,0,1,148,2,0,6,1,1,2,1,4,1,22,2,1,1,1,0.89,3120,0.3,0.38,4160,0.2,1,0.6,52,1,0.0,0.0,0.52
2,0,1,311,3,0,6,1,1,3,1,2,1,10,1,1,1,1,1.41,2340,0.6,0.66,3120,0.2,0,1.0,78,2,0.0,0.0,0.78
3,1,1,1086,4,0,3,1,1,5,1,2,0,22,1,1,1,1,1.65,103,0.3,0.82,128,0.3,0,2.0,125,2,1.28,1.03,1.25
3,1,1,1089,4,0,3,1,1,5,1,4,0,25,18,1,1,1,4.06,149,0.3,2.35,165,0.1,0,2.5,104,3,1.65,1.49,1.04
3,1,1,460,1,0,3,1,0,3,1,3,0,25,22,1,1,1,1.46,39,0.3,1.22,45,0.1,0,0.32,30,3,0.45,0.39,0.3
3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,1.5,78,0.3,0.92,88,0.3,0,1.43,56,2,0.88,0.78,0.56
2,0,1,286,3,0,4,1,0,2,0,1,0,1,25,1,1,1,2.08,67,0.6,0.89,94,0.3,1,1.68,84,2,0.94,0.67,0.84
3,1,1,487,1,1,1,2,0,3,1,3,0,22,1,1,1,1,1.89,108,0.6,0.75,118,0.2,0,1.36,84,2,1.18,1.08,0.84
3,1,1,1008,4,0,1,1,1,2,0,2,0,22,3,1,1,1,1.7,52,0.6,1.31,53,0.1,0,1.8,76,2,0.53,0.52,0.76
3,1,1,1074,4,0,3,1,1,2,0,2,0,17,2,1,1,1,2.59,104,0.6,1.65,144,0.3,0,1.52,143,3,1.44,1.04,1.43
3,1,1,1115,4,1,1,1,0,2,1,2,0,22,1,1,1,1,2.24,113,1.2,0.74,122,0.3,0,1.7,110,3,1.22,1.13,1.1
3,1,1,731,3,1,1,2,0,4,1,3,0,1,22,1,1,1,1.91,92,0.6,1.13,105,0.2,0,2.08,110,1,1.05,0.92,1.1
3,1,1,735,3,1,1,2,0,4,1,3,0,22,17,1,1,1,2.24,98,1.2,0.8,112,0.3,0,2.86,100,2,1.12,0.98,1.0
3,1,1,852,3,1,3,2,0,2,1,3,0,1,2,1,1,1,1.06,143,0.3,0.37,167,0.3,0,0.64,71,3,1.67,1.43,0.71
3,1,1,916,3,1,3,2,1,4,1,3,0,1,22,1,1,1,2.57,184,1.2,1.65,225,0.1,0,2.34,136,3,2.25,1.84,1.36
3,1,1,691,3,1,1,2,0,2,1,2,0,17,10,1,1,1,2.37,83,1.2,0.96,99,0.2,0,1.36,88,2,0.99,0.83,0.88
3,1,1,709,3,1,1,2,0,3,1,3,0,2,17,1,1,1,2.29,87,0.6,1.78,99,0.1,0,2.08,123,2,0.99,0.87,1.23
2,0,1,91,1,1,6,2,1,1,1,2,1,2,1,1,1,1,0.7,4200,0.3,0.22,6720,0.2,0,0.72,96,1,0.0,0.0,0.96
3,1,1,843,3,1,3,1,1,2,1,4,0,1,22,1,1,1,2.24,189,0.3,0.88,210,0.1,0,2.0,108,3,2.1,1.89,1.08
3,1,1,561,3,0,1,2,0,3,1,2,0,22,1,1,1,1,1.71,44,0.6,1.39,56,0.3,0,1.44,123,3,0.56,0.44,1.23
2,0,1,56,1,0,8,1,1,2,0,4,0,17,1,1,1,1,0.97,218,0.3,0.39,262,0.1,0,0.5,28,2,2.62,2.18,0.28
3,1,1,685,3,1,1,1,1,4,1,3,0,1,2,1,1,1,1.51,89,0.6,0.93,90,0.2,0,0.88,60,2,0.9,0.89,0.6
3,1,1,617,3,0,3,2,0,2,1,3,0,2,1,1,1,1,1.25,76,0.3,0.53,86,0.1,0,0.9,48,2,0.86,0.76,0.48
3,1,1,916,3,1,3,2,1,4,1,3,0,1,22,1,1,1,2.57,221,0.3,1.65,237,0.3,0,1.44,136,3,2.37,2.21,1.36
3,1,1,566,3,0,1,2,1,2,1,2,0,1,22,1,1,1,1.94,65,0.6,1.03,74,0.1,0,1.6,84,2,0.74,0.65,0.84
3,1,1,811,3,1,1,3,0,5,1,3,0,2,17,1,1,1,1.71,67,0.3,0.75,92,0.1,0,1.04,90,3,0.92,0.67,0.9
3,1,1,578,3,0,1,2,1,3,1,3,0,2,17,1,1,1,2.55,54,0.3,1.09,62,0.1,0,1.6,88,3,0.62,0.54,0.88
3,1,1,979,4,0,1,1,1,4,1,2,0,22,20,1,1,1,2.39,77,0.6,1.25,82,0.2,0,2.24,136,2,0.82,0.77,1.36
3,1,1,554,3,0,1,1,1,3,1,3,0,2,1,1,1,1,1.25,46,1.2,0.48,49,0.3,0,1.0,60,2,0.49,0.46,0.6
3,1,1,632,3,0,3,2,1,2,1,2,0,22,1,1,1,1,2.06,130,0.6,0.73,172,0.3,0,2.21,76,2,1.72,1.3,0.76
2,0,1,387,3,1,7,1,1,5,0,1,1,25,23,1,1,1,0.84,2610,0.6,0.66,4640,0.3,1,0.64,58,1,0.0,0.0,0.58
3,1,1,585,3,0,1,3,0,2,0,2,0,1,2,1,1,1,1.5,38,0.6,0.76,43,0.2,0,1.1,78,2,0.43,0.38,0.78
2,0,1,104,1,1,8,2,1,3,1,3,0,17,1,1,1,1,0.9,200,0.3,0.48,289,0.3,0,0.6,40,2,2.89,2.0,0.4
3,1,1,616,3,0,3,2,0,2,1,2,0,22,17,1,1,1,2.47,154,1.2,0.8,177,0.2,0,2.86,135,2,1.77,1.54,1.35
3,1,1,571,3,0,1,2,1,2,1,3,0,22,1,1,1,1,1.64,52,1.2,0.64,57,0.3,0,1.36,162,2,0.57,0.52,1.62
3,1,1,1158,4,1,3,1,0,4,1,1,0,25,10,1,1,1,1.22,82,0.6,0.84,91,0.2,0,0.7,58,2,0.91,0.82,0.58
3,1,1,1056,4,0,3,1,0,3,1,3,0,25,1,1,1,1,2.36,111,0.3,0.63,156,0.2,0,2.47,140,2,1.56,1.11,1.4
3,1,1,666,3,1,1,0,0,5,1,0,0,2,1,1,1,1,0.92,60,0.6,0.37,84,0.3,0,0.9,65,3,0.84,0.6,0.65
3,1,1,1037,4,0,3,1,0,2,0,2,0,25,19,1,1,1,2.23,111,0.6,1.73,123,0.2,0,2.47,125,2,1.23,1.11,1.25
2,0,1,69,1,1,1,2,1,2,1,3,0,18,2,1,1,1,1.55,83,1.2,1.16,92,0.3,0,1.95,192,2,0.92,0.83,1.92
3,1,1,1106,4,0,3,3,1,1,1,1,0,25,1,1,1,1,2.36,111,0.3,0.63,156,0.2,0,2.47,130,2,1.56,1.11,1.3
3,1,1,765,3,1,1,2,1,3,1,3,0,2,1,1,1,1,0.97,65,0.6,0.42,84,0.3,0,0.9,55,2,0.84,0.65,0.55
2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,1,1,1,1.97,111,1.2,0.6,156,0.1,0,1.9,80,2,1.56,1.11,0.8
2,0,1,369,3,1,5,1,1,5,1,2,0,22,1,1,1,1,1.46,100,0.3,0.47,100,0.1,0,2.6,188,2,1.0,1.0,1.88
3,1,1,618,3,0,3,2,0,2,1,3,0,25,1,1,1,1,2.0,111,1.2,0.63,156,0.1,0,2.1,108,2,1.56,1.11,1.08
3,1,1,1034,4,0,3,1,0,5,1,2,0,25,2,1,1,1,1.25,80,0.6,0.66,90,0.2,0,1.43,70,3,0.9,0.8,0.7
3,1,1,662,3,1,1,0,0,4,1,0,0,2,1,1,1,1,0.92,60,0.6,0.37,84,0.3,0,1.1,65,2,0.84,0.6,0.65
3,1,1,1127,4,1,1,1,1,4,1,3,0,25,9,1,1,1,2.01,98,0.6,0.85,140,0.3,0,2.08,279,2,1.4,0.98,2.79
3,1,1,1173,4,1,3,1,1,5,1,2,0,22,21,1,1,1,3.94,274,0.6,3.51,310,0.3,0,2.4,145,3,3.1,2.74,1.45
3,1,1,586,3,0,1,3,0,2,1,3,0,2,1,1,1,1,1.16,46,0.6,0.58,49,0.2,0,0.64,40,2,0.49,0.46,0.4
3,1,1,1154,4,1,3,1,0,2,1,2,0,25,1,1,1,1,1.82,189,1.2,0.71,218,0.3,0,2.47,84,2,2.18,1.89,0.84
3,1,1,1073,4,0,3,1,1,2,0,1,0,25,12,1,1,1,1.93,127,0.3,1.23,149,0.2,0,1.8,149,3,1.49,1.27,1.49
3,1,1,707,3,1,1,2,0,3,1,3,0,2,1,1,1,1,1.19,61,0.6,0.74,74,0.1,0,1.3,78,2,0.74,0.61,0.78
3,1,1,610,3,0,3,1,1,3,1,2,0,2,1,1,1,1,1.21,80,0.6,0.66,103,0.3,0,1.0,60,3,1.03,0.8,0.6
3,1,1,831,3,1,3,0,0,2,1,0,0,22,1,1,1,1,2.49,175,0.6,1.01,198,0.2,0,1.8,156,2,1.98,1.75,1.56
3,1,1,1080,4,0,3,1,1,4,1,1,0,25,23,1,1,1,1.66,85,0.3,1.16,91,0.3,0,0.72,71,3,0.91,0.85,0.71
3,1,1,577,3,0,1,2,1,3,1,3,0,1,2,1,1,1,1.84,58,0.3,1.05,62,0.3,0,1.04,104,3,0.62,0.58,1.04
3,1,1,1162,4,1,3,1,1,5,0,3,0,22,12,1,1,1,1.86,153,1.2,1.02,181,0.1,0,2.21,123,2,1.81,1.53,1.23
2,0,1,49,1,0,6,3,1,3,1,3,1,1,2,1,1,1,1.33,3120,0.3,0.58,3380,0.3,0,0.6,65,2,0.0,0.0,0.65
3,1,1,782,3,1,1,2,1,4,1,3,0,1,25,1,1,1,1.94,94,0.3,0.95,118,0.3,0,2.0,125,3,1.18,0.94,1.25
3,1,1,1032,4,0,3,1,0,4,1,3,0,22,1,1,1,1,2.27,137,0.3,0.85,156,0.3,0,1.44,156,2,1.56,1.37,1.56
3,1,1,536,2,1,3,0,0,3,0,0,0,22,2,1,1,1,1.22,109,1.2,0.64,147,0.1,0,1.1,72,3,1.47,1.09,0.72
3,1,1,576,3,0,1,2,1,3,1,2,0,22,18,1,1,1,2.81,79,1.2,1.76,80,0.3,0,2.7,180,3,0.8,0.79,1.8
3,1,1,774,3,1,1,2,1,3,1,3,0,22,1,1,1,1,2.31,97,0.3,0.95,109,0.1,0,1.8,92,2,1.09,0.97,0.92
2,0,1,14,1,0,1,2,1,3,1,2,0,1,17,1,1,1,1.18,26,0.3,0.77,38,0.2,0,0.56,80,1,0.38,0.26,0.8
3,1,1,473,1,0,3,3,0,3,1,3,0,22,21,1,1,1,4.54,193,0.6,2.88,231,0.3,0,2.99,132,3,2.31,1.93,1.32
3,1,1,998,4,0,1,1,1,4,1,2,0,2,1,1,1,1,1.05,40,0.6,0.66,45,0.2,0,1.3,65,1,0.45,0.4,0.65
2,0,1,377,3,1,6,1,1,4,1,3,1,2,19,1,1,1,1.37,5040,0.6,0.79,5040,0.2,0,0.72,48,2,0.0,0.0,0.48
2,0,1,436,7,1,1,1,0,2,1,2,0,18,25,1,1,1,3.31,133,0.3,1.6,146,0.1,0,2.8,160,2,1.46,1.33,1.6
3,1,1,1011,4,0,1,1,1,2,1,1,0,2,1,1,1,1,1.52,39,0.3,0.97,45,0.1,0,0.72,50,3,0.45,0.39,0.5
3,1,1,767,3,1,1,2,1,3,1,3,0,2,14,1,1,1,1.35,70,0.6,0.92,92,0.3,0,0.88,91,2,0.92,0.7,0.91
3,1,1,730,3,1,1,2,0,4,1,3,0,1,22,1,1,1,1.85,83,0.3,1.03,105,0.3,0,1.8,110,2,1.05,0.83,1.1
2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,1.13,72,0.6,0.48,94,0.3,0,1.04,40,2,0.94,0.72,0.4
3,1,1,824,3,1,1,3,1,3,1,3,0,17,22,1,1,1,2.24,131,1.2,0.92,178,0.1,0,1.6,140,3,1.78,1.31,1.4
3,1,1,759,3,1,1,2,1,2,1,4,0,20,25,1,1,1,2.88,134,0.3,1.13,155,0.3,0,1.76,201,2,1.55,1.34,2.01
3,1,1,1064,4,0,3,1,1,2,0,2,0,25,2,1,1,1,1.46,72,1.2,0.55,86,0.2,0,0.96,60,3,0.86,0.72,0.6
2,0,1,155,2,0,6,3,1,2,0,2,1,25,22,1,1,1,0.51,3120,0.6,0.3,3380,0.1,1,0.5,48,2,0.0,0.0,0.48
3,1,1,997,4,0,1,1,1,4,1,2,0,1,10,1,1,1,2.38,44,0.3,1.67,57,0.2,0,1.82,80,2,0.57,0.44,0.8
2,0,1,31,1,0,5,2,1,3,1,3,0,17,2,1,1,1,1.65,45,0.3,0.77,65,0.3,0,1.4,80,2,0.65,0.45,0.8
3,1,1,958,4,0,1,1,0,5,1,1,0,2,14,1,1,1,1.84,55,0.3,1.42,57,0.1,0,1.43,97,1,0.57,0.55,0.97
3,1,1,924,3,1,3,2,1,3,1,3,0,22,17,1,1,1,2.62,202,1.2,0.86,293,0.1,0,2.4,136,3,2.93,2.02,1.36
2,0,1,195,2,1,5,2,1,2,1,3,0,19,25,1,1,1,0.66,100,0.6,0.37,133,0.3,0,1.56,88,3,1.33,1.0,0.88
3,1,1,769,3,1,1,2,1,3,1,3,0,2,25,1,1,1,1.48,70,0.3,0.92,84,0.3,0,1.5,115,2,0.84,0.7,1.15
3,1,1,1115,4,1,1,1,0,2,1,2,0,22,1,1,1,1,1.7,94,0.6,0.88,105,0.2,0,2.21,110,2,1.05,0.94,1.1
3,1,1,1132,4,1,1,1,1,3,1,3,0,9,22,1,1,1,1.9,94,0.3,1.11,109,0.3,0,1.6,110,2,1.09,0.94,1.1
3,1,1,856,3,1,3,2,0,2,1,3,0,17,2,1,1,1,1.88,158,1.2,0.9,184,0.3,0,2.08,92,2,1.84,1.58,0.92
3,1,1,1157,4,1,3,1,0,4,0,3,0,25,1,1,1,1,2.83,262,0.3,1.1,301,0.3,0,1.84,169,3,3.01,2.62,1.69
2,0,1,292,3,0,5,1,1,3,0,3,0,1,22,1,1,1,1.66,45,0.6,0.71,80,0.3,1,1.28,123,2,0.8,0.45,1.23
2,0,1,292,3,0,5,1,1,3,0,3,0,1,22,1,1,1,1.85,50,0.6,0.77,80,0.3,0,1.6,95,2,0.8,0.5,0.95
3,1,1,915,3,1,3,2,1,4,1,3,0,1,22,1,1,1,2.45,194,0.6,0.94,225,0.1,0,1.36,110,3,2.25,1.94,1.1
3,1,1,1054,4,0,3,1,0,3,0,3,0,25,2,1,1,1,1.25,96,0.3,0.55,123,0.2,0,1.1,97,3,1.23,0.96,0.97
3,1,1,834,3,1,3,0,0,4,1,0,0,2,1,1,1,1,1.48,130,0.3,0.72,147,0.1,0,1.0,52,3,1.47,1.3,0.52
3,1,1,445,1,0,1,1,0,3,0,1,0,25,22,1,1,1,0.51,19,1.2,0.32,31,0.1,0,0.4,30,1,0.31,0.19,0.3
3,1,1,1153,4,1,3,1,0,5,1,2,0,22,12,1,1,1,2.46,184,1.2,1.59,181,0.3,0,1.2,80,3,1.81,1.84,0.8
3,1,1,508,1,1,3,2,1,3,1,2,0,22,1,1,1,1,1.93,184,0.6,0.85,254,0.3,0,2.1,110,2,2.54,1.84,1.1
3,1,1,899,3,1,3,2,1,2,1,3,0,17,2,1,1,1,2.02,150,0.3,1.15,194,0.1,0,1.2,100,3,1.94,1.5,1.0
3,1,1,1100,4,0,3,1,1,2,1,2,0,25,21,1,1,1,3.42,212,1.2,2.6,253,0.1,0,2.24,170,3,2.53,2.12,1.7
3,1,1,886,3,1,3,2,0,2,1,3,0,1,22,1,1,1,1.93,211,0.6,0.64,281,0.3,0,2.21,84,2,2.81,2.11,0.84
3,1,1,976,4,0,1,1,1,3,1,3,0,25,1,1,1,1,2.36,56,0.6,0.71,64,0.2,0,1.9,136,2,0.64,0.56,1.36
3,1,1,660,3,1,1,0,0,3,1,0,0,22,2,1,1,1,0.72,76,0.6,0.38,84,0.2,0,1.1,104,2,0.84,0.76,1.04
3,1,1,584,3,0,1,2,1,3,1,4,0,2,20,1,1,1,1.33,40,0.6,0.93,53,0.3,0,0.96,91,2,0.53,0.4,0.91
3,1,1,820,3,1,1,3,1,3,1,3,0,2,1,1,1,1,0.97,58,0.3,0.42,68,0.1,0,0.72,75,2,0.68,0.58,0.75
3,1,1,974,4,0,1,1,1,3,1,2,0,1,25,1,1,1,2.36,56,1.2,0.81,66,0.2,0,1.68,88,3,0.66,0.56,0.88
3,1,1,777,3,1,1,2,1,4,1,2,0,2,1,1,1,1,1.54,67,1.2,0.77,78,0.2,0,0.88,52,3,0.78,0.67,0.52
3,1,1,941,4,0,1,0,0,4,1,0,0,17,2,1,1,1,1.55,39,1.2,1.15,45,0.3,0,1.3,44,3,0.45,0.39,0.44
3,1,1,542,3,0,1,0,0,3,1,0,0,2,25,1,1,1,1.25,36,0.6,0.55,43,0.1,0,1.82,123,2,0.43,0.36,1.23
3,1,1,827,3,1,1,3,1,4,1,3,0,2,1,1,1,1,1.19,58,0.3,0.64,68,0.1,0,0.96,70,3,0.68,0.58,0.7
3,1,1,1074,4,0,3,1,1,2,0,2,0,17,2,1,1,1,2.84,104,0.3,1.71,123,0.1,0,1.52,110,3,1.23,1.04,1.1
3,1,1,693,3,1,1,2,0,2,1,2,0,22,1,1,1,1,1.57,92,1.2,0.59,109,0.2,0,1.5,130,2,1.09,0.92,1.3
3,1,1,783,3,1,1,2,1,4,1,3,0,2,1,1,1,1,1.38,68,1.2,0.62,90,0.1,0,1.17,78,2,0.9,0.68,0.78
3,1,1,791,3,1,1,2,1,3,1,3,0,17,22,1,1,1,2.83,146,0.6,1.48,168,0.1,0,2.2,116,3,1.68,1.46,1.16
2,0,1,63,1,1,1,1,1,3,0,2,0,1,17,1,1,1,1.09,50,0.3,0.64,60,0.1,0,0.78,45,2,0.6,0.5,0.45
3,1,1,693,3,1,1,2,0,2,1,2,0,22,1,1,1,1,1.73,110,0.3,0.73,146,0.2,0,1.5,130,2,1.46,1.1,1.3
3,1,1,726,3,1,1,2,0,3,1,3,0,22,12,1,1,1,1.42,74,0.3,1.02,88,0.2,0,0.96,68,2,0.88,0.74,0.68
2,0,1,251,3,0,1,1,1,2,0,3,0,25,2,1,1,1,1.14,40,0.3,0.49,53,0.2,0,0.88,28,2,0.53,0.4,0.28
3,1,1,552,3,0,1,1,1,3,1,1,0,17,2,1,1,1,1.93,40,1.2,1.35,52,0.1,0,1.1,48,2,0.52,0.4,0.48
2,0,1,396,3,1,10,1,1,3,1,2,0,2,25,1,1,1,1.48,70,0.6,0.57,93,0.3,0,1.56,64,2,0.93,0.7,0.64
3,1,1,1168,4,1,3,1,1,3,1,2,0,22,17,1,1,1,2.9,213,0.6,1.35,266,0.1,0,3.12,240,2,2.66,2.13,2.4
3,1,1,801,3,1,1,3,0,3,1,3,0,1,2,1,1,1,0.85,72,0.3,0.34,78,0.1,0,1.17,84,2,0.78,0.72,0.84
3,1,1,517,2,0,1,1,1,5,1,2,0,22,2,1,1,1,1.51,46,1.2,0.96,48,0.2,0,1.43,70,2,0.48,0.46,0.7
3,1,1,596,3,0,3,0,0,3,1,0,0,2,1,1,1,1,1.2,80,0.3,0.55,90,0.1,0,1.1,52,3,0.9,0.8,0.52
3,1,1,836,3,1,3,0,0,3,1,0,0,2,25,1,1,1,1.22,128,0.3,0.64,153,0.3,0,1.3,75,3,1.53,1.28,0.75
2,0,1,255,3,0,1,1,1,3,0,3,0,1,2,1,1,1,1.29,38,0.3,0.71,45,0.3,1,1.04,40,2,0.45,0.38,0.4
3,1,1,625,3,0,3,2,0,4,1,3,0,22,1,1,1,1,1.94,130,0.6,1.06,149,0.1,0,2.0,96,3,1.49,1.3,0.96
2,0,1,6,1,0,1,1,1,3,0,3,0,9,17,1,1,1,1.16,35,1.2,0.46,38,0.3,1,0.7,35,2,0.38,0.35,0.35
2,0,1,151,2,0,6,1,1,3,1,3,1,25,22,1,1,1,0.55,2340,1.2,0.29,4160,0.1,0,0.4,28,2,0.0,0.0,0.28
2,0,1,140,2,0,6,1,1,2,0,3,1,25,22,1,1,1,0.54,3120,0.3,0.31,3120,0.1,0,0.78,32,2,0.0,0.0,0.32
3,1,1,597,3,0,3,0,0,4,1,0,0,25,2,1,1,1,1.25,72,1.2,0.44,99,0.1,0,1.2,64,2,0.99,0.72,0.64
2,0,1,389,3,1,7,1,1,5,1,1,1,23,25,1,1,1,1.04,3480,0.3,0.86,3480,0.1,0,1.82,520,2,0.0,0.0,5.2
3,1,1,733,3,1,1,2,0,4,1,3,0,2,25,1,1,1,1.14,61,0.6,0.44,84,0.3,0,0.96,104,1,0.84,0.61,1.04
2,0,1,341,3,0,10,1,1,4,1,1,0,25,22,1,1,1,0.63,53,1.2,0.29,53,0.3,1,0.45,30,3,0.53,0.53,0.3
2,0,1,391,3,1,8,1,0,4,0,2,0,25,22,1,1,1,1.45,147,0.6,1.23,212,0.1,0,1.17,65,3,2.12,1.47,0.65
3,1,1,477,1,1,1,1,0,2,0,2,0,22,2,1,1,1,2.05,67,0.6,1.2,74,0.2,0,1.0,78,2,0.74,0.67,0.78
3,1,1,655,3,0,6,1,1,4,1,3,0,1,22,1,1,1,2.1,11,0.3,0.63,19,0.2,0,2.21,105,2,0.19,0.11,1.05
3,1,1,572,3,0,1,2,1,3,0,3,0,22,1,1,1,1,2.05,53,1.2,1.05,62,0.3,0,1.6,162,2,0.62,0.53,1.62
3,1,1,1144,4,1,1,1,1,5,1,3,0,22,17,1,1,1,2.76,112,0.6,1.8,146,0.3,0,2.3,145,2,1.46,1.12,1.45
3,1,1,724,3,1,1,2,0,3,1,3,0,22,1,1,1,1,1.65,116,0.6,0.74,133,0.1,0,1.8,96,2,1.33,1.16,0.96
3,1,1,611,3,0,3,1,1,5,1,1,0,25,2,1,1,1,1.25,96,0.6,0.62,106,0.1,0,1.2,56,3,1.06,0.96,0.56
2,0,1,278,3,0,3,1,3,4,0,4,0,25,1,1,1,1,1.79,148,1.2,0.78,198,0.1,0,1.52,100,2,1.98,1.48,1.0
3,1,1,1160,4,1,3,1,0,3,1,3,0,12,22,1,1,1,1.86,147,1.2,1.02,176,0.1,0,2.08,169,2,1.76,1.47,1.69
3,1,1,616,3,0,3,2,0,2,1,2,0,22,17,1,1,1,2.92,115,0.6,0.8,132,0.2,0,2.2,175,2,1.32,1.15,1.75
2,0,1,231,3,0,1,1,1,2,0,1,0,25,2,1,1,1,1.43,40,1.2,0.46,53,0.1,1,1.43,84,1,0.53,0.4,0.84
3,1,1,886,3,1,3,2,0,2,1,3,0,1,22,1,1,1,1.5,211,0.3,0.5,225,0.1,0,2.21,136,2,2.25,2.11,1.36
2,0,1,246,3,0,1,1,1,5,0,2,0,2,1,1,1,1,1.28,40,1.2,0.77,45,0.3,0,0.88,91,2,0.45,0.4,0.91
3,1,1,1150,4,1,1,3,0,4,1,3,0,25,2,1,1,1,1.25,82,0.6,0.44,84,0.2,0,0.96,60,2,0.84,0.82,0.6
2,0,1,99,1,1,6,3,1,3,1,3,1,1,17,1,1,1,1.36,3780,0.3,0.6,6720,0.2,0,0.91,45,1,0.0,0.0,0.45
2,0,1,132,2,0,6,1,1,1,0,4,1,25,22,1,1,1,0.51,3120,0.3,0.28,3120,0.1,0,0.65,16,1,0.0,0.0,0.16
3,1,1,539,2,1,3,3,0,4,1,2,0,25,10,1,1,1,0.95,97,1.2,0.92,108,0.3,0,1.43,52,2,1.08,0.97,0.52
3,1,1,601,3,0,3,1,0,2,1,2,0,14,2,1,1,1,1.34,81,0.3,0.98,95,0.3,0,1.1,65,3,0.95,0.81,0.65
3,1,1,756,3,1,1,2,1,2,1,2,0,22,1,1,1,1,2.06,92,1.2,0.65,127,0.1,0,2.6,143,2,1.27,0.92,1.43
2,0,1,93,1,1,6,2,1,3,1,3,1,1,2,1,1,1,1.36,3780,1.2,0.78,6720,0.1,0,0.8,40,1,0.0,0.0,0.4
2,0,1,365,3,1,3,1,3,4,1,3,0,10,1,1,1,1,1.59,184,1.2,0.91,189,0.3,1,1.1,200,2,1.89,1.84,2.0
3,1,1,891,3,1,3,2,0,3,1,3,0,22,1,1,1,1,2.06,221,0.6,0.73,293,0.3,0,2.21,100,2,2.93,2.21,1.0
3,1,1,1149,4,1,1,3,0,3,1,3,0,2,17,1,1,1,1.82,83,0.3,0.96,99,0.3,0,1.7,110,2,0.99,0.83,1.1
3,1,1,549,3,0,1,1,1,2,0,2,0,22,2,1,1,1,1.03,30,0.6,0.38,43,0.3,0,0.91,32,2,0.43,0.3,0.32
3,1,1,939,3,1,7,3,1,5,1,2,0,1,2,1,1,1,1.28,13,0.3,0.57,16,0.1,0,1.0,64,1,0.16,0.13,0.64
3,1,1,659,3,1,1,0,0,3,1,0,0,2,1,1,1,1,1.14,54,1.2,0.46,71,0.2,0,0.72,48,2,0.71,0.54,0.48
3,1,1,908,3,1,3,2,1,3,1,3,0,2,17,1,1,1,2.17,211,1.2,1.04,245,0.2,0,2.08,105,3,2.45,2.11,1.05
3,1,1,447,1,0,1,1,0,4,1,3,0,2,22,1,1,1,1.18,26,0.6,0.46,32,0.1,0,0.64,40,2,0.32,0.26,0.4
2,0,1,185,2,1,1,1,1,2,0,2,0,1,2,1,1,1,0.92,60,0.3,0.44,84,0.2,0,0.64,40,2,0.84,0.6,0.4
3,1,1,625,3,0,3,2,0,4,1,3,0,22,1,1,1,1,2.14,97,0.6,1.14,123,0.1,0,2.6,156,2,1.23,0.97,1.56
3,1,1,860,3,1,3,2,0,3,1,3,0,1,2,1,1,1,1.02,122,1.2,0.44,167,0.1,0,0.9,48,2,1.67,1.22,0.48
3,1,1,899,3,1,3,2,1,2,1,3,0,17,2,1,1,1,2.02,200,0.6,1.09,245,0.2,0,1.2,80,3,2.45,2.0,0.8
